title,author,publisher,date,format,contrib_personal,contrib_corporate,location
Desire : the collective unconscious /,"Stokes, Telfer.","Nexus Press,",1989.,1 v. (unpaged) : col. ill. ;,,Nexus Press.Weproductions.,SEVIER N7433.4 .S75 A4 1989
Cántico de la huella /,"Morejón, Nancy, 1944-","Ediciones Vigía,",[2002],2 leaves : ill. ;,"Ponce, Augustina Estévez Jordán, Rolando, 1950-",Ediciones Vigía.Cuba.,SEVIER-OV PQ7390 .M68 C36 2002
Jerusalem /,"Blake, William, 1757-1827.","Spoon Print Press,",1995.,[12] p. : ill. ;,"Landers, Linda Anne.",Spoon Print Press.,SEVIER PR4144 .J4 1995
Song /,"Blake, William, 1757-1827.","Spoon Print Press,",2001.,1 folded sheet ([7] p.) : col. ill. ;,"Landers, Linda Anne.",Spoon Print Press.,SEVIER PR4144 .S4 2001
Spring /,"Blake, William, 1757-1827.","Spoon Print Press,",1993.,1 folded sheet (8 p.) : ill. ;,"Landers, Linda Anne.",Spoon Print Press.,SEVIER PR4144 .S7 1993
Portillo de la Luz : cancionero mínimo /,"Portillo de la Luz, César, 1922-2013","Ediciones Vigía,",[2002],35 p. of music : ill. ;,"Valdés, Marta, 1934- Hernández Benítez, Leticia. Estévez Jordán, Rolando, 1950- Ramos, Enrique, 1961-",Ediciones Vigía.,SEVIER-OV M1681 .C9 P675 2002
Temblor bajo la piedra /,"Oliver Labra, Carilda.","Ediciones Vigía,",2002.,1 v. : col. ill. ;,"Estévez Jordán, Rolando, 1950-",Ediciones Vigía.,SEVIER-OV PQ7390 .O38 T35 2002
Baiguana y el pez embrujado /,"Rodríguez Hernández, Leovigildo, 1925-","Ediciones Vigía,",2002.,115 p. : ill. ;,"Hernández, Manuel. Ramos, Enrique, 1961-",Ediciones Vigía.,SEVIER GR121 .C8 R637 2002
North American bear : poems /,"Wright, Charles, 1935-","Sutton Hoo Press,",[c1999],[30] p. : ill. ;,"Young, Gary, 1951-",Sutton Hoo Press.,SOUTHCV-OV PS3573 .R52 N67 1999
Elephants.,"Burnett, Emily.","Emily Burnett,",1995.,"[5] p., [4] leaves of plates : ill. ;",,,SEVIER N7433.4 .B865 E447 1995
Mayan hearts /,"Laughlin, Robert M.","Taller Leñateros,","[2003], c2002.",1 v. (unpaged) : col. ill. ;,"Ojeda, Naúl, 1939- Past, Ámbar López Castro, Rafael.","Taller Leñateros (San Cristóbal de Las Casas, Mexico)",SEVIER F1221 .T9 L384 2003
Mirarse en Nínive /,"Diez Ochoa, Mabel.","Ediciones Vigía,",2002.,19 p. : ill. ;,"Salema Hernández, Rocío. García Cabrera, Sandra.",Ediciones Vigía.,SEVIER PQ7390 .D59 M573 2002
Barquitos del San Juan : la revista de los niños.,,"Ediciones Vigía,",,v. : ill. (some col.) ;,,Ediciones Vigía.,SEVIER PQ7382.5 .B37 2002 Jul.
Poemas para entretener al loco /,"Roque, Marilín, 1972-","Ediciones Vigía,",[2003?],"25, [4] p. : ill. ;","García Cabrera, Sandra.",Ediciones Vigía.,SEVIER PQ7390 .R6615 P646 2003
Entre las cuerdas de mi sien : cancionero de Ernesto Pita /,"Pita, Ernesto.","Ediciones Vigía,",[200-?],1 score ([59] p.) : ill. ;,"Estévez Jordán, Rolando, 1950-",Ediciones Vigía.,SEVIER M1681 .C918 P47 2000z
Ana Mendieta /,"Morejón, Nancy, 1944-","Ediciones Vigía,",[200-?],[10] p. : ill. ;,"Estévez Jordán, Rolando, 1950-",Ediciones Vigía.,SEVIER-OV PQ7390 .M68 A53 2000z
"A Clevilla, por su poema ""El puro rigor"" /","García Marruz, Fina, 1923-","Ediciones Vigía,",[2003?],1 sheet : ill. ;,"Estévez Jordán, Rolando, 1950- Ruiz Montes, Laura, 1966-",Ediciones Vigía.,SEVIER-OV PQ7390 .G364 A63 2003
El gran padre /,"Rodríguez Santana, Gaudencio, 1969-","Ediciones Vigía,",[200-?],74 p. : ill. (some col.) ;,"Báez Andux, Ivet.",Ediciones Vigía.,SEVIER PQ7390 .R639 G73 2000z
Glosa : tres sonetos de Pedro Salinas /,"Rodríguez Santana, Gaudencio, 1969-","Ediciones Vigía,",2003.,[11] p. : ill. ;,"Avila Leyva, Maytelis.",Ediciones Vigía.,SEVIER PQ7390 .R639 G58 2003
De Elegía por mi presencia.,"Oliver Labra, Carilda.","Ediciones Vigía,",[200-?],1 folded sheet : col. ill. ;,"Estévez Jordán, Rolando, 1950- Ruiz Montes, Laura, 1966-",Ediciones Vigía.,SEVIER PQ7390 .O38 E4425 2000z
Cuento para un hombre que lloró tapándose el rostro /,"Alonso, Digdora, 1921-2007","Ediciones Vigía,",[200-?],3 sheets : ill. (some col.) ;,"Estévez Jordán, Rolando, 1950- Mederos, Gladys.",Ediciones Vigía.,SEVIER-OV PQ7389 .A577 C84 2000z
Retazos (de las hormigas) : para los malos tiempos /,"Vega Serova, Anna Lidia, 1968-","Ediciones Vigía,",2004.,44 p. : ill. (some col.) ;,"Ríos, Marialva.",Ediciones Vigía.,SEVIER-OV PQ7390 .V374 R48 2004
Otros poemas junto al mar /,"Akhmatova, Anna Andreevna, 1889-1966.","Ediciones Vigía,",[200-?],56 p. : ill. ;,"Ramos, Enrique, 1961- Hernández Milián, Juan Luis, 1938-",Ediciones Vigía.,SEVIER PG3476 .A324 A59 2000z
Esquema de la impura rosa /,"Yuseff Reyes, Luis, 1975-","Ediciones Vigía,",2004.,[17] p. : ill. ;,"Ortega Ruiz, Norlys. Mederos, Gladys.",Ediciones Vigía.,SEVIER PQ7390 .R457 E87 2004
La cabeza intranquila /,"Rodríguez Febles, Ulises, 1968-","Ediciones Vigía,",2001.,"25, [1] p., [2] leaves of plates : ill. ;","García Cabrera, Sandra.",Ediciones Vigía.,SEVIER-OV PQ7390 .R618 C334 2001
La revista del Vigía.,,"Ediciones Vigía,",[1990]-,v. : ill. (some col.) ;,,Ediciones Vigía.,SEVIER-OV PQ7382.5 .R48 no.26 SEVIER-OV PQ7382.5 .R48 no.27 SEVIER-OV PQ7382.5 .R48 no.32
La revista del Vigía.,,"Ediciones Vigía,",[1990]-,v. : ill. (some col.) ;,,Ediciones Vigía.,SEVIER-OV PQ7382.5 .R48 no.26 SEVIER-OV PQ7382.5 .R48 no.27 SEVIER-OV PQ7382.5 .R48 no.32
La revista del Vigía.,,"Ediciones Vigía,",[1990]-,v. : ill. (some col.) ;,,Ediciones Vigía.,SEVIER-OV PQ7382.5 .R48 no.26 SEVIER-OV PQ7382.5 .R48 no.27 SEVIER-OV PQ7382.5 .R48 no.32
Aunt Sallie's lament /,"Kaufman, Margaret, 1941-","Janus Press,",c2004.,1 v. (unpaged) : col. ill. ;,"Van Vliet, Claire.",Janus Press.,SEVIER-OV PS3561 .A8612 A96 2004
The waterleaders & drawers in Dee : pagina tertia de Deluvio Noe /,,"Circle Press,",1986.,"[7], 33 p. : ill. (some col.) ;","Davison, Nigel. King, Ron, 1932-",Circle Press.,SEVIER-OV PR1261 .D425 1986
Colours of a Spanish exterior = La decoración exterior.,"Burnett, Emily.","Emily Burnett,",[200-?],[32] p. : ill. ;,,,SEVIER N7433.4 .B865 C656 2000z
"The looking book : a pocket history of Circle Press, 1967-96 /","Courtney, Cathy.","Circle Press Publications,",[1996],"179 p. : ill. (some col.), ports. ;",,Circle Press.,SEVIER Z232 .C53 C687 1996
Treinta años /,"Manzano, Juan Francisco, 1797-1854.","Ediciones Vigía,",2004.,7 leaves in portfolio : ill. ;,"Estévez Jordán, Rolando, 1950-",Ediciones Vigía.,SEVIER PQ7389 .M187 T74 2004
La noche y otros cuentos /,"Quintero, Aramís.","Ediciones Vigía,",[200-?],111 p. : ill. ;,"Ríos, Marialva.",Ediciones Vigía.,SEVIER PQ7390 .Q49 N63 2000z
"Versos sencillos, IX : (La niña de Guatemala) /","Martí, José, 1853-1895.","Ediciones Vigía,",2004.,1 folded sheet : ill. ;,"Estévez Jordán, Rolando, 1950- Ponce, Agustina.",Ediciones Vigía.,SEVIER-OV PQ7389 .M2 N56 2004
Incantations by Mayan women /,,"Taller Leñateros,",c2005.,294 p. : ill. ;,"Past, Ámbar Okotz, Xun. Ernándes, Xpetra.","Taller Leñateros (San Cristóbal de Las Casas, Mexico)",SEVIER-OV N7433.35 .M6 I533 2005
Then & now : Hollywood Boulevard 1973-2004 /,"Ruscha, Edward.","Steidl,",2005.,[142] p. : chiefly ill. (some col.) ;,,,21-NORTH N7433.4 .R78 T48 2005
La balada de John y yo /,"Hernández Peña, Carmen, 1953-","Ediciones Vigía,",2005.,31 p. ill. ;,"Ríos, Marialva.",Ediciones Vigía.,SEVIER PQ7390 .H3985 B35 2005
Ciudad de árboles dormidos /,"Mederos, Javier, 1971-","Ediciones Vigía,",2005.,31 p. : ill. ;,,Ediciones Vigía.,SEVIER-OV PQ7390 .M165 C58 2005
Jośe White /,"Trujillo, Iraida.","Ediciones Vigía,",2005.,"2 v. : ill., music ;","Oliver, María Victoria. Estévez Jordán, Rolando, 1950- White, Joseph, 1836-1918.",Ediciones Vigía.,SEVIER-OV ML410 .W55 T78 2005
Sonnets of dark love /,"García Lorca, Federico, 1898-1936.","Parvenu Press,",2000.,48 leaves : col. ill. ;,"Trant, Carolyn. Walsh, John K. (John Kevin), 1939-1990. Aragón, Francisco. García Lorca, Federico, 1898-1936",,SEVIER-OV PQ6613 .A763 S6213 2000
Palm tree sketch book : [assorted palms assembled /,"Allix, Susan J., 1943-","[s.n.,",2006?],1 v. (unpaged)  : chiefly col. ill. ;,,,SEVIER N7433.4 .A45 P356 2006
"Woven and interlocking book structures : from the Janus, Steiner and Gefn presses /","Van Vliet, Claire.","Janus Gefn Unlimited,",2002.,"141 p. : ill., plans ;","Steiner, Elizabeth, 1934-",Janus Press.Gefn Press.,SEVIER Z116 .A3 V36 2002 SEVIER Z116 .A3 V36 2002
Alphabeta concertina : minuscule /,"King, Ron, 1932-","Circle Press,",2007.,1 strip ;,,Circle Press.,SEVIER NK8553.5 .K56 A4 2007
Little but often /,"Price, Richard, 1966-","Circle Press,",c2007.,1 strip ;,"King, Ron, 1932-",Circle Press.,SEVIER PR6066 .R543 L58 2007
Poema de Dalia Nieves Albert /,"Nieves Albert, Dalia, 1948-","Ediciones Vigía,",[2002?],[7] leaves : ill. (some col.) ;,"Báez Andux, Ivet.",Ediciones Vigía.,SEVIER-OV PQ7440 .N5 P646 2002
El mar es un país /,"Hernández Milián, Juan Luis, 1938-","Ediciones Vigía,",[2003?],"29, [7] p. : ill. (some col.) ;","Calero, Zenén, 1955-",Ediciones Vigía.,SEVIER PQ7390 .H3977 M37 2003
Partir hacia tierras nuevas /,,"Ediciones Vigía,",2007.,63 p. : ill. ;,"Ación, Estela. Mederos, Gladys. Valdés, Frank David.",Ediciones Vigía.,SEVIER-OV PQ7084 .P288 2007
Mar mediante /,"Estévez Jordán, Rolando, 1950-","Ediciones Vigía,",2007.,55 p. : ill. ;,"Ponce, Agustina.",Ediciones Vigía.,SEVIER-OV PQ7390 .E846 M37 2007
Cuaderno de París /,"Barnet, Miguel, 1940-","Ediciones Vigía,",2003.,1 v. : ill. ;,"Estévez Jordán, Rolando, 1950-",Ediciones Vigía.,XXPQ7390 .B3 C83 2003
Tres de 2000 /,"Fernández Retamar, Roberto.","Ediciones Vigía,",[200-?],[21] p. : ill. ;,"Estévez Jordán, Rolando, 1950-",Ediciones Vigía.,SEVIER PQ7389 .F44 T74 2000
Voy por cigarros /,"Fulleda León, Gerardo, 1942-","Ediciones Vigía,",2007.,49 p. : ill. ;,"Estévez Jordán, Rolando, 1950-",Ediciones Vigía.,XX(2930327.1)
Hechizo del vigía /,"Hernández Milián, Juan Luis, 1938-","Ediciones Vigía,",2004.,1 folded leaf : ill. ;,"Estévez Jordán, Rolando, 1950-",Ediciones Vigía.,XXPQ7390 .H3977 H43 2004
La ronda /,"Roque, Mae, 1972-","Ediciones Vigía,",[2005?].,55 p. : ill. ;,"Estévez Jordán, Rolando, 1950-",Ediciones Vigía.,SEVIER PQ7390 .R66 R66 2005
La huella cubana de Sarah Bernhardt /,"Ruiz, Raúl R. (Raúl Rubén), 1941-2004.","Ediciones Vigía,",[1998?],"30, [8] p. : ill., ports. ;","López, Fernando, 1962- Rey Alfonso, Francisco. Ramos, Enrique, 1961-",Ediciones Vigía.,SEVIER-OV PN2638 .B5 R859 1998
"In the beginning, in the beginning, in the beginning.",,"Rampant Lions Press,",c2006.,1 portfolio ([38] leaves) : col. ill. ;,"Carter, Sebastian.",Rampant Lions Press.,SEVIER-OV BS1233 .C378 2006
[Night flyer].,"Rindl, Deb.","Deb Rindl,",c2002.,1 folded sheet ;,,,SEVIER N7433.4 .R65 I5 2002
La guerra queda lejos : trilogía poética /,"Díaz Gómez, Yamil, 1971-","Ediciones Vigía,",2006.,165 p. : ill. ;,"Ríos, Marialva. Manzano Díaz, Roberto, 1949-",Ediciones Vigía.,SEVIER PQ7390 .D478 G847 2006
La cascara profunda /,"Estévez Jordán, Rolando, 1950-","Ediciones Vigía,",noviembre 1994.,46 p. : ill. ;,,Ediciones Vigía.,XXN7433.35 .C8 C8
En el cristal /,"Pérez, Olga Marta.","Ediciones Vigía :Taller,",noviembre del 2000.,18 p. : ill.  (some col.) ;,"Menéndez Matos, Arlenys.",Ediciones Vigía.,XXPQ7390 .P4328 E5 2002
The Gospel of Mary /,"Van Vliet, Claire,","Janus Press,",2006.,"40, 4 unnumbered pages : color illustrations ;","Ruether, Rosemary Radford, King, Karen L., 1954- Holden, Audrey, Miller-Brown, C. Andrew, Levitt, E. D. (Ellen Dorn), MacGregor, Katie,","Janus Press,Golgonooza Letter Foundry,",SEVIER-OV BT1392 .G65 A3 2006 SEVIER-OV BT1392 .G65 A3 2006
L. Frank Baum's The wonderful wizard of Oz /,"Baum, L. Frank (Lyman Frank), 1856-1919.","Pennyroyal Press,",1985.,268 p. : ill. ;,"Moser, Barry. Schiller, Justin G. McGrath, Harold. Moser, Barry",Pennyroyal (Firm),SCIV-MOSER PZ7 .B327 Wi 1985
Eye think a lot about potatoes : they make me quite round : 11 vignettes /,"Brannon, Frank.","SpeakEasy Press,",2008.,[15] p. : ill. ;,,SpeakEasy Press.,SOUTHERNCV PN6231 .P66 B736 2008
Gathering : fifteen poets/poems /,,"Haybarn Press,",c2010.,1 portfolio (unpaginated) : ill. (some col.) ;,"Anania, Michael, 1939- Colker, Ed, 1927-",,SEVIER-OV PN6101 .G384 2010
Spiritual photography.,,"ZI,",c1973.,36 p. : chiefly ill. ;,,Zephyrus Image (Firm),SEVIER N7433.4 .Z47 S657 1973
Whatta man-- Whitman! /,"Williams, J. R.","Starhead Comix,",c1995.,[8] p. : ill. ;,"Whitman, Walt, 1819-1892.",Starhead Comix.,SEVIER N7433.4 .W55 W478 1995
Sanctus sonorensis /,"Zimmermann, Philip.","Spaceheater Editions,",c2006-2009.,[90] p. : chiefly col. ill. ;,,,SEVIER-OV JV6465 .Z56 2009
A line /,"Kim, Suyeon.","Incline Press,",2009.,1 v. (unpaged) : col. ill. ;,,Incline Press.,SEVIER-OV N7433.4 .K56 L56 2009
Helios /,"Schumann, Peter, 1934-","Janus Press,",2010.,[20] leaves : chiefly ill. ;,"Van Vliet, Claire.",Janus Press.,SEVIER-OV N7433.4 .S358 H4 2010 SEVIER-OV N7433.4 .S358 H4 2010
Repercussions /,"Barcomb, Timothy.","Plowboy Press,",2008.,1 v. (unpaged) ;,,Plowboy Press.,SEVIER PS3602 .A736 R47 2008
Saca la cabeza y respira /,"Jaramillo Quijano, Catalina, 1981-","Arte Dos Gr̀fico],",2007.,[32] p. : col. ill. ;,,,SEVIER N7433.4 .J37 S23 2007
Anxiety : drawings & texts /,"Zorrilla, Juan.","Tres Palitos,",[2011],"[2], 2-40, [6] p. : ill. (some col.) ;",,Tres Palitos (Publisher),SEVIER N7433.4 .Z67 A89 2011
Homely girl : a life /,"Miller, Arthur, 1915-2005.","Peter Blum Edition,",1992.,2 v. : ill. ;,"Bourgeois, Louise, 1911-2010.",Stinehour Press.,SEVIER-OV PS3525 .I5156 H66 1992 v.1 SEVIER-OV PS3525 .I5156 H66 1992 v.2
Homely girl : a life /,"Miller, Arthur, 1915-2005.","Peter Blum Edition,",1992.,2 v. : ill. ;,"Bourgeois, Louise, 1911-2010.",Stinehour Press.,SEVIER-OV PS3525 .I5156 H66 1992 v.1 SEVIER-OV PS3525 .I5156 H66 1992 v.2
Kolombolo Dia Piratininga : samba paulista.,,"Dulcinéia Catadora,",2009.,23 p. ;,,Dulcinéia Catadora.,SEVIER PQ9161 .S26 K65 2009
Homens de papel /,"Marcos, Plínio.","Dulcinéia Catadora,",2007.,36 p. ;,,Dulcinéia Catadora,SEVIER PQ9698.23 .A64 H65 2007
Anotaciones para una cumbia = Anotações para uma cumbia /,"Chaves, Luis, 1969-","Eloísa Cartonera,",2006.,24 p. ;,"Diegues, Douglas. Acosta, Bernarda. Nápoli, Cristian de, 1972-",Eloísa Cartonera.Dulcinéia Catadora.,SEVIER PQ7489.2 .C5 A5 2006
"Um sarau da Cooperifa : coletânea de poemas recolhidos em 24.01.07, véspera do aniversário de São Paulo, no sarau da Cooperifa, poetas da periferia que se reúnem todas as quartas /",,"Dulcinéia Catadora/Eloisa Cartonera,",[2007],"26, [2] p. ;","Rosa, Allan da.","Dulcinéia CatadoraEloísa Cartonera.Cooperifa (São Paulo, Brazil)",SEVIER PQ9658.2 .S37 2007
Transportunhol borracho : 15 joyitas bêbadas de la poesía universal contrabandeadas al portunhol salbaje /,"Terron, Joca Reiners, 1968-","Dulcinéia Catadora,",2007.,24 p. ;,,Dulcinéia Catadora,SEVIER PQ9698.43 .E775 T73 2007
Auto-retrato aos 90 : e outros poemas /,"Barros, Manoel de.","Dulcinéia Catadora,",2008.,16 p. ;,"Diegues, Douglas",Dulcinéia Catadora,SEVIER PQ9697 .B357 A9 2008
Cazas : seguido de mais dois poemas sobre lugares /,"Márcio-André, 1978-","Dulcinéia Catadora,",2011.,40 p. ;,,Dulcinéia Catadora.,SEVIER PQ9698.423 .A7353 C39 2011
Livro obsceno /,"Alencar, Celso de, 1949-","Dulcinéia Catadora,",2008.,20 p. ;,,Dulcinéia Catadora,SEVIER PQ9698.1 .L392 L58 2008
Vento leste /,"Oda, Teruko.","Dulcinéia Catadora,",2008.,28 p. ;,,Dulcinéia Catadora,SEVIER PQ9698.25 .D3 V46 2008
Canto das águas /,"Toloi, João.","Dulcinéia Catadora,",2008,28 p. ;,"Oda, Teruko (Teruko Fujino)",Dulcinéia Catadora.,SEVIER PQ9698.43 .O565 C36 2008
Barcolagem : poesia /,"Mansur, Guilherme, 1958-","Dulcinéia Catadora,",2010.,33 p. ;,,Dulcinéia Catadora.,SEVIER PQ9698.423 .A578 B37 2010
Olhar /,"Arruda, Eunice.","Dulcinéia Catadora,",2008.,28 p. ;,"Oda, Teruko.",Dulcinéia Catadora,SEVIER PQ9698.1 .R78 O44 2008
Três linhas /,"Ruiz, Alice.","Dulcinéia Catadora,",2009.,25 p. : port. ;,"Ozzetti, Ná. Prates, Neco.",Dulcinéia Catadora,SEVIER PQ9698.28 .U4 T747 2009
Só dedos /,"Carneiro, André.","Dulcinéia Catadora,",2009.,28 p. ;,,Dulcinéia Catadora,SEVIER PQ9698.13 .A62 S63 2009
H2Horas : antologia e DVD /,,"Dulcinéia Catadora,",2010.,24 p. ;,,Dulcinéia Catadora,SEVIER PQ9658.2 .H24 2007
Delírios líricos /,"Mattoso, Glauco, 1951-","Dulcinéia Catadora,",2007.,27 p. ;,,Dulcinéia Catadora,SEVIER PQ9698.23 .A8794 D45 2007
A bicicleta reciclada : 26 sonetos ineditos /,"Mattoso, Glauco, 1951-","Dulcinéia Catadora,",2007.,32 p. ;,,Dulcinéia Catadora,SEVIER PQ9698.23 .A8794 A6 2007
Malabarismo das pedras /,Almandrade.,"Dulcinéia Catadora,",2007.,31 p. ;,,Dulcinéia Catadora,SEVIER PQ9698.1 .L446 M3 2007
Salada de frutas : com sete haicais inéditos /,"Ruiz, Alice.","Dulcinéia Catadora,",2008.,20 p. : ill. ;,,Dulcinéia Catadora,SEVIER PQ9698.28 .U4 S25 2008
Poesiaminha nada /,"Pougy, Eliana.","Dulcinéia Catadora,",2007.,31 p. ;,,Dulcinéia Catadora,SEVIER PQ9698.426 .O8 P64 2007
O anjo esquerdo da poesia : poética e política /,"Campos, Haroldo de.","Dulcinéia Catadora,",2007.,36 p. ;,"Aguilar, Gonzalo Moisés.",Dulcinéia Catadora,SEVIER PQ9697 .C2448 A6 2007
Rocío sem trampas entre pindovys y cataratas del Yguazú /,"Diegues, Douglas.","Dulcinéia Catadora,",2007.,31 p. ;,,Dulcinéia Catadora,SEVIER PQ9698.414 .I44 R63 2007
SigniCidade /,"Barbosa, Frederico.","Dulcinéia Catadora,",2009.,32 p. : ill. ;,,Dulcinéia Catadora,SEVIER PQ9698.12 .A6727 S54 2009
Hora de ir : contos /,"Carrascoza, João Anzanello, 1962-","Dulcinéia Catadora,",2010.,28 p. ;,,Dulcinéia Catadora,SEVIER PQ9698.13 .A639 H673 2010
Sertânias : cinco mulheres /,"Freire, Marcelino, 1967-","Dulcinéia Catadora,",2007.,32 p. ;,,Dulcinéia Catadora,SEVIER PQ9698.416 .R44 S47 2007
Moscas /,"Lacombe, Ana Luísa.","Dulcinéia Catadora,",2007.,24  p. : ill. ;,,Dulcinéia Catadora.,SEVIER PQ9658.2 .L366 M67 2007
Me enterrem com a minha AR 15 : (scherzo-rajada) /,"Ariel, Marcelo, 1968-","Dulcinéia Catadora,",2007.,31 p. ;,,Dulcinéia Catadora,SEVIER PQ9698.1 .R48 M4 2007
Os filhos do marimbondo : histórias baseadas em relatos de lendas indígenas da Amazônia /,"Val, Vera do.","Dulcinéia Catadora,",2007.,32 p. : ill. ;,,Dulcinéia Catadora,SEVIER PQ9698.32 .A3168 F55 2007
Tripa de cadela & outras fábulas bêbadas /,"Sá, Xico.","Dulcinéia Catadora,",2007.,27 p. ;,,Dulcinéia Catadora,SEVIER PQ9698.429 .A2 T75 2007
Uma antologia bêbada : fábulas da mercearia /,,"Dulcinéia Catadora,",2008.,3 v. ;,"Terron, Joca Reiners, 1968-",Dulcinéia Catadora,SEVIER PQ9676 .A483 2008 v.1 SEVIER PQ9676 .A483 2008 v.2 SEVIER PQ9676 .A483 2008 v.3
Uma antologia bêbada : fábulas da mercearia /,,"Dulcinéia Catadora,",2008.,3 v. ;,"Terron, Joca Reiners, 1968-",Dulcinéia Catadora,SEVIER PQ9676 .A483 2008 v.1 SEVIER PQ9676 .A483 2008 v.2 SEVIER PQ9676 .A483 2008 v.3
Uma antologia bêbada : fábulas da mercearia /,,"Dulcinéia Catadora,",2008.,3 v. ;,"Terron, Joca Reiners, 1968-",Dulcinéia Catadora,SEVIER PQ9676 .A483 2008 v.1 SEVIER PQ9676 .A483 2008 v.2 SEVIER PQ9676 .A483 2008 v.3
"Corpo porco, alma lama /","Bressane, Ronaldo, 1970-","Dulcinéia Catadora,",2007.,32 p. ;,,Dulcinéia Catadora,SEVIER PQ9698.412 .R457 C67 2007
Lines & landscapes /,"Kilvert, Robert Francis, 1840-1879.","Tern Press,",2010,[40] p. : ill. (lithographs) ;,"Parry, Mary Parry, Nicholas, 1937-2012",Tern Press,SEVIER BX5199 .K49 L56 2010
The crocodile : a poem from Alice in Wonderland /,"Carroll, Lewis, 1832-1898.","Spoon Print Press,",[2008].,[11] p. : col. ill. ;,"Landers, Linda Anne.",,SEVIER PR4611 .C763 2008
"Ælfric's Colloquy, in a modern English translation /","Aelfric, Abbot of Eynsham.","Plowboy Press,",2010.,58 p. ;,"Johnson, W. R. (Walter Ralph), 1933- Garmonsway, George Norman. Aelfric, Abbot of Eynsham. Aelfric, Abbot of Eynsham. Aelfric, Abbot of Eynsham.",Plowboy Press.,SEVIER PR1530 .C6 A15 2010
Jabberwocky /,"Carroll, Lewis, 1832-1898.","Incline Press,",2010.,[6] p. : ill. ;,"Smith, Alice.",Incline Press.,SEVIER PR4611 .J3 2010
The daily grind /,"Rindl, Deb.","D. Rindl],",1996.,1 sheet  : ill. ;,,,SEVIER PR6118 .I53 D35 1996
Random recipes to greet the New Year /,,"Incline Press,",2010.,16 p. ;,"Whalen, Kathy.",Incline Press.,SEVIER TX739 .R36 2010
Robin Flower's translation of Pangur Ban /,,"Incline Press,",2010.,1 v. (unpaginated) : ill. ;,"Flower, Robin, 1881-1946. Threlfall, Phillippa.",Incline Press.,SEVIER-OV PR8836.5 .C2 P313 2010
Paris : a poem /,"Mirrlees, Hope.","Pegana Press,",2010.,"23 p. : ill., music ;",,,SEVIER-OV PR6025 .I79 P37 2010
Migrar /,"Mateo, José Manuel.","Ediciones Tecolote,",2011.,1 sheet : ill. ;,"Martínez Pedro, Javier.",,SEVIER-OV PQ7298.423 .A85 M54 2011
Eels /,"Schweid, Richard, 1946-","s.n.],Silkscreen printed by Taller Vallirana)",c2009,[10] folded sheets : ill. (one col.) ;,"Rabal, Victoria. Pérez Grobet, Ximena. Rossich, Maria. Miguel, Olivia de. Schweid, Richard, 1946- Schweid, Richard, 1946- Schweid, Richard, 1946-",Taller Vallirana.,SOUTHCV-OV PS3619 .C4928 E45 2009
"Desertstones : excerpts from The book of questions: Yaël, Elya, Aely /","Jabès, Edmond.","Haybarn Press,",c2008.,[7] leaves : col. ill. ;,"Colker, Ed, 1927- Hutchinson, Bradley, Sanchez, Maurice Waldrop, Rosmarie",Haybarn Press.,SEVIER-OV PQ2619 .A112 L513 2008
Tacámbaro /,"Romero, José Rubén, 1890-1952.","Librería Grañén Porrúa,",2009.,73 leaves : ill. ;,"Rodríguez, Artemio, 1972-",Librería Grañén Porrúa.,SEVIER PQ7297 .R75 T33 2009
"Alpha, beta.","Hiebert, Helen, 1965-","H. Hiebert,",2010],[26] leaves ;,"Cohen, Claudia, 1953-",,SEVIER N7433.4 .H53 A83 2010
Opposed to indifference : poems of memory and conscience /,,"Haybarn Press,",c2012.,[14] leaves ; col. ill. ;,"Colker, Ed, 1927- Pease, Deborah. Waldrop, Rosmarie. Char, René, 1907-1988. Caws, Mary Ann. Bricetti, Lee. Norris, Kathleen, 1947- Anania, Michael, 1939- Walker, Jeanne Murray. Kasper, Catherine. Graham, Lea. Vance, David Ray. Scharfman, Ronnie Leah. Hutchinson, Bradley,",Haybarn Press.,SEVIER-OV PS310 .M354 2012
A little treachery /,"Houston, Libby.","Circle Press Publications,",1990.,[10] p. : col. ill. ;,"Farrer, Julia.",Circle Press.,SEVIER-OV PR6058 .O84 L58 1990
In praise of windmills /,"Hooker, Jeremy, 1941-","Circle Press,",1990.,[16] p. : ill. ;,,Circle Press,SEVIER-OV PR6058 .O555 I52 1990
Top down bottom up /,"Fisher, Roy, 1930-","Circle Press,",1990.,[12] p. : ill. ;,"King, Ron, 1932-",Circle Press,SEVIER-OV PR6056 .I8 T67 1990
The flea /,"Donne, John, 1572-1631.","Circle Press,",1980.,"[6] p., [1] leaf of plates : ill. ;","Legge, Willow,",Circle Press,SEVIER-OV PR2247 .F55 1980
Hadrian's dream /,"Benveniste, Asa.","Circle Press,",1990.,[14] p. : col. ill. ;,"Campbell, Ken, 1939-",Circle Press,SEVIER-OV PR6052 .E55 H34 1990
Lusus naturae /,"Mulford, Wendy.","Circle Press Publications,",1990.,[22] p. : ill. ;,"Rideal, Liz,",,SEVIER PR6063 .U3675 L87 1990
Mirrors /,"Szirtes, George, 1948-","Circle Press,",2005.,[6] p. : ill. ;,"King, Ron, 1932-",Circle Press,SEVIER-OV PR6069 .Z7 M57 2005
A school for life : fourteen poems /,"Pitt-Kethley, Fiona, 1954-","The Previous Parrot Press,",1993.,[38] p. : ill. ;,"Dobbin, Stan,",Previous Parrot Press,SEVIER PR6066 .I78 S36 1993
